"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
603460,82839,30547,"NZKE","2026-01-10 08:00:43","waiheke","ERRORS","Incorrect elevation - correct elevation is 445ft
Slope not shown RW 35 = 2%. RW17 = -2%"
603457,82838,45204,"GT-0017","2026-01-10 04:01:22","Agriinvest","invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603454,82837,3754,"KORD","2026-01-09 19:33:06","I_Am_So_Handsome","Renew the comments","So many runways... Love it.
Doubled my hometown YYZ."
603453,82836,26407,"UWLW","2026-01-09 18:14:35","I_Am_So_Handsome","First comment.","This airport's runway length is tied with China's Shigaztse Peace Airport, both are 5000m. 
This one is mainly a cargo and test airport."
603448,82835,325354,"AL-0003","2026-01-09 15:11:17","I_Am_So_Handsome","First comment.","This airport was scheduled to be open in Summer 2025, but it got delayed. Chair Airlines announced that flights from Zurich will start in June 2026."
603444,82834,311045,"DE-0114","2026-01-09 08:29:37","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603443,82833,28629,"EDPJ","2026-01-09 08:29:05","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603442,82832,2222,"EDDS","2026-01-09 08:28:28","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603441,82831,2276,"EDTL","2026-01-09 08:26:39","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603440,82830,28617,"DE-0890","2026-01-09 08:22:19","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603439,82829,44703,"EDGO","2026-01-09 08:21:33","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603438,82828,2212,"EDDF","2026-01-09 08:16:21","Agriinvest","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603437,82827,2419,"EGGW","2026-01-09 08:11:08","joshjosh247","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603436,82826,2388,"EGAE","2026-01-09 08:10:39","joshjosh247","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603435,82825,2476,"EGSS","2026-01-09 08:08:24","joshjosh247","Come and invest with peace of mind","Hello there, are you looking for where to invest? 

This platform AgriInvest is a focused on agriculture-based investing connected to U.S. farmland and crop production. On the site, you’ll find several investment plans with different minimum amounts and durations, you can also earn for referring, plans including:

• Diamond Starter – minimum $500, 30-day duration • Platinum Growth – minimum $2,000, 30-day duration • Emerald Pro – minimum $10,000, 30-day duration
* Additional higher-tier plans are also listed for larger deposits

As with any investment, returns are guaranteed and there are no risks involved, at first I was skeptical but now I can invest freely.

Interested in investing? Use my code pls JOSH9382 thanks. Visit page : agroinvestment.gt.tc
Telegramm: agriInvestofficial"
603424,82824,1966,"CYXS","2026-01-09 03:10:32","I_Am_So_Handsome","Question about the runways","@david
Using Google measuring tools, the two shorter runways listed here (and Wikipedia) are wrong. The first one should be 1584m instead of 1715, and the second one should be 734m instead of 1149.
IS the measuring tool on Google Maps wrong or both Wikipedia and this page are wrong?"
